"Code","Title","Description"
"33361","Engine, Turbine, and Power Transmission Equipment ManufacturingT","This industry comprises establishments primarily engaged in manufacturing turbines, power transmission equipment, and internal combustion engines (except automotive gasoline and aircraft).

Illustrative Examples:

Clutches and brakes (except electromagnetic industrial controls, motor vehicle) manufacturing
Diesel and semidiesel engines manufacturing
Electric outboard motors manufacturing
Internal combustion engines for hybrid drive systems (except automotive) manufacturing
Plain bearings (except internal combustion engine) manufacturing
Power transmission pulleys manufacturing
Plain bushings (except internal combustion engine) manufacturing
Speed changers (i.e., power transmission equipment) manufacturing
Speed reducers (i.e., power transmission equipment) manufacturing
Turbine generator set units manufacturing
Universal joints (except aircraft, motor vehicle) manufacturing


Cross-References. Establishments primarily engaged in--"
"333611","Turbine and Turbine Generator Set Units Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing turbines (except aircraft); and complete turbine generator set units, such as steam, hydraulic, gas, and wind.

Cross-References. Establishments primarily engaged in--"
"333612","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing gears, speed changers, and industrial high-speed drives (except hydrostatic).

Cross-References. Establishments primarily engaged in--"
"333613","Mechanical Power Transmission Equipment Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing mechanical power transmission equipment (except motor vehicle and aircraft), such as plain bearings, clutches (except motor vehicle and electromagnetic industrial control), couplings, joints, and drive chains.

Cross-References. Establishments primarily engaged in--"
"333618","Other Engine Equipment Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing internal combustion engines (except automotive gasoline and aircraft).

Cross-References. Establishments primarily engaged in--"
"3339","Other General Purpose Machinery ManufacturingT","This industry group comprises establishments primarily engaged in manufacturing pumps and compressors, material handling equipment, and all other general purpose machinery (except ventilation, heating, air-conditioning, and commercial refrigeration equipment; metalworking machinery; and engines, turbines, and power transmission equipment).
"
"33391","Pump and Compressor ManufacturingT","This industry comprises establishments primarily engaged in manufacturing pumps and compressors, such as general purpose air and gas compressors, nonagricultural spraying and dusting equipment, general purpose pumps and pumping equipment (except fluid power pumps and motors), and measuring and dispensing pumps.

Cross-References. Establishments primarily engaged in--"
"333912","Air and Gas Compressor Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing general purpose air and gas compressors, such as reciprocating compressors, centrifugal compressors, vacuum pumps (except laboratory), and nonagricultural spraying and dusting compressors and spray gun units.

Cross-References. Establishments primarily engaged in--"
"333914","Measuring, Dispensing, and Other Pumping Equipment Manufacturing","This U.S. industry comprises establishments primarily engaged in (1) manufacturing measuring and dispensing pumps, such as gasoline pumps and lubricating oil measuring and dispensing pumps and/or (2) manufacturing general purpose pumps and pumping equipment (except fluid power pumps and motors), such as reciprocating pumps, turbine pumps, centrifugal pumps, rotary pumps, diaphragm pumps, domestic water system pumps, oil well and oil field pumps, and sump pumps.

Cross-References. Establishments primarily engaged in--"
"33392","Material Handling Equipment ManufacturingT","This industry comprises establishments primarily engaged in manufacturing material handling equipment, such as elevators and moving stairs; conveyors and conveying equipment; overhead traveling cranes, hoists, and monorail systems; and industrial trucks, tractors, trailers, and stacker machinery.

Cross-References. Establishments primarily engaged in--"
"333921","Elevator and Moving Stairway Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing elevators and moving stairways.

Illustrative Examples:

Automobile lifts (i.e., garage-type, service station) manufacturing
Escalators manufacturing
Moving walkways manufacturing
Passenger and freight elevators manufacturing


Cross-References."
"333922","Conveyor and Conveying Equipment Manufacturing","This U.S. industry comprises establishments primarily engaged in manufacturing conveyors and conveying equipment, such as gravity conveyors, trolley conveyors, tow conveyors, pneumatic tube conveyors, carousel conveyors, farm conveyors, and belt conveyors.

Cross-References. Establishments primarily engaged in--"
